Feature ID	Taxon	Confidence
48e72c74ea2542b46675b05c145c249b	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium aurimucosum_F	0.8702055567868017
4729c01db33f896037ccf54b8ac69d8e	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775	0.999986395659132
7eed23063991e4a24cc156dd86dcc000	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.9995278187646249
b36e08c7c66b3a3a24343fd34fde245a	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Peptoniphilus_B_226777; s__Peptoniphilus_B_226777 duerdenii	0.9999999853551743
20e8cb6f8f31f774d9f30e68815bc3c2	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__TANB77; f__CAG-508; g__CAG-269; s__CAG-269 sp000431335	0.9966502939313665
0d663375783b71593965bf1fbdb83769	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204	0.9902939522987281
fa5ef59172bff93ecf2f6f714d334c67	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Dorea_A; s__	0.9077009403058134
07e264f23bccc9429256ec55c4044fca	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium	0.9999991778399787
a87a0bd8bad867ef1231c13f006ef81a	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Emergencia; s__Emergencia timonensis	0.9346567438072996
3742c591e959ad24070ff1126177909a	d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella_A	0.9999994490174873
d5768726ff1bb38dc6ec75abc2e2729e	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775	0.9995983271830605
4a28291c9ea02db3e5b4a4853ec423fd	d__Bacteria	0.9374894382053403
89aabe255e6b6f278b2634be98a66a6d	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Ralstonia	0.9920672791254289
5f1a55945743ae17c01e4eadc21b7946	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__Bacteroides_H_857956 thetaiotaomicron	0.9935600407774036
