sampleID,read_count,Lactobacillus_crispatus,Lactobacillus_iners,Lactobacillus_jensenii,Lactobacillus_gasseri,g_Megasphaera,Prevotella_amnii,Streptococcus_anginosus,Prevotella_bivia,Gardnerella_vaginalis,Aerococcus_christensenii,Prevotella_buccalis,Streptococcus_mitis,o_Clostridiales,Ureaplasma_parvum,g_Corynebacterium,Lactobacillus_vaginalis,Clostridium_perfringens,g_Dialister,Finegoldia_magna,f_Enterobacteriaceae,Peptoniphilus_harei,f_Lachnospiraceae,Veillonella_montpellierensis,Staphylococcus_epidermidis,o_Gemellales,f_Rs-045,g_Prevotella,f_Rs-045.1,Staphylococcus_haemolyticus,g_Gemella,Prevotella_disiens,g_Peptoniphilus,g_Anaerococcus,Prevotella_corporis,Campylobacter_ureolyticus,g_Finegoldia,Dialister_propionicifaciens,f_Coriobacteriaceae,Lactobacillus_coleohominis,Corynebacterium_pyruviciproducens,g_Veillonella,Corynebacterium_kroppenstedtii,Actinomyces_neuii,Prevotella_oris,Fusobacterium_nucleatum_subsp._animalis,g_Lactobacillus,Propionimicrobium_lymphophilum,Anaerococcus_hydrogenalis,Corynebacterium_thomssenii_sundsvallense,WAL_1855D,g_Mobiluncus,Peptoniphilus_lacrimalis,Sneathia_amnii_[NVP],Porphyromonas_somerae,g_Proteus,g_Parvimonas,Porphyromonas_bennonis,Prevotella_denticola,Corynebacterium_aurimucosum_nigricans,Facklamia_miroungae,Anaerococcus_tetradius,g_Sutterella,Corynebacterium_tuscaniense,Anaeroglobus_geminatus,g_Varibaculum,Enterococcus_faecalis,Actinomyces_oris,Propionibacterium_acnes,Peptoniphilus_sp._oral_taxon_375,Corynebacterium_imitans_lipophiloflavum,Mobiluncus_curtisii,Facklamia_ignava,Campylobacter_hominis,Eubacterium_rectale,Bacteroides_coagulans,Fastidiosipila_sanguinis,Anaerococcus_octavius,Brevibacterium_ravenspurgense,g_ph2,Alloscardovia_omnicolens,Atopobium_sp._oral_taxon_810,Peptostreptococcus_anaerobius,Granulicatella_adiacens,Peptoniphilus_indolicus,Actinomyces_europaeus,Prevotella_bergensis,Atopobium_parvulum,Streptococcus_salivarius,Jonquetella_anthropi,g_Actinobaculum,g_Streptococcus.1,g_Veillonella.1,Dialister_invisus,g_1-68,Actinobaculum_massiliense,g_Moryella,Bifidobacterium_breve,o_Actinomycetales,Anaerococcus_lactolyticus,Porphyromonas_uenonis,g_Mogibacterium,g_Gallicola,Corynebacterium_urealyticum,Ruminococcaceae_[G-1]_sp._oral_taxon_075,Actinomyces_radingae,g_Pyramidobacter,g_Atopobium,Varibaculum_cambriense,Lactobacillus_reuteri,Fusobacterium_gonidiaformans,g_Porphyromonas,Actinomyces_turicensis,Collinsella_aerofaciens,g_Dermabacter,f_[Mogibacteriaceae],g_Acidaminococcus,Bacteroidetes_[G-7]_sp._oral_taxon_911,g_Fusobacterium,Prevotella_histicola,f_Neisseriaceae,g_Ruminococcus,g_Helcococcus,g_Staphylococcus,Corynebacterium_simulans_striatum,g_Ureaplasma,Aerococcus_urinae,[Eubacterium]_biforme,Staphylococcus_aureus,Streptococcus_pseudopneumoniae,g_Arcanobacterium,Parvimonas_micra,Streptococcus_parasanguinis_II,g_Streptococcus,Peptostreptococcus_stomatis,Prevotella_melaninogenica,f_S24-7,Actinomyces_urogenitalis,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
M400MVAG,8634,8579,3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998478424123299,0.8942792135359094,0.004434836702987737,0.0017765573370255388,0.09737508782720275,0.0012667756917081013,0.00968766024729562,0.039912770477242406,0.006184102232460743,0.026163988685541432,0.0024646108268893503,0.0065116526749776065,0.026056027332944896,I-A,0.998478424123299,I
M401MVAG,8634,41,11,5096,0,0,0,0,2275,2,2,0,666,0,493,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007813952690450729,0.03180613443373287,0.003912102321644252,0.015378463631470074,0.019166358450222947,0.0008396532806768939,0.007929447810985483,0.03459650164412466,0.0033943057801417314,0.004171604740178649,0.007212488561454359,0.009534896857314505,0.6746219509914314,V,0.6746219509914314,V
M402MVAG,8634,155,39,28,1,7694,0,20,0,624,0,0,33,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.010219557352349673,0.011459246858791535,0.004994955714698437,0.003393536738523156,0.01400753159099979,0.08271157808926338,0.06654817763834957,0.008904390140917337,0.0019017460826343206,0.0033119162576246775,0.00043871461598291223,0.003977949074185159,0.007507072817954116,IV-A,0.08271157808926338,IV-A
M403MVAG,8634,8221,136,107,0,0,0,0,0,0,0,0,38,7,28,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995870081641965,0.9187046517962927,0.005039895621607969,0.010164477032684863,0.10824091718109732,0.0021213067970419805,0.011712859167300254,0.0428327930090183,0.006569211691684025,0.026790387234176642,0.0025278155122013374,0.008509621342233218,0.03517873328279181,I-A,0.9995870081641965,I
M404MVAG,8634,190,8404,16,0,0,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013945238858866275,0.05469556748019703,0.045827092414545745,0.9937019739952412,0.7964267858962633,0.05188228186839751,0.11168940837683605,0.07379842295808287,0.017450829038405953,0.012096346180799364,0.0009858875113069722,0.11980056919296747,0.23545240343774915,III-A,0.9937019739952412,III
M405MVAG,8634,8353,116,143,0,10,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997051928083099,0.911082339454365,0.0049067062308722625,0.008875823166434751,0.10613985429532813,0.002047464448592153,0.011370098484697791,0.042034013532963654,0.006496999739698452,0.02662751049632821,0.0025165168042989502,0.00817214558302041,0.036124096832198034,I-A,0.9997051928083099,I
M406MVAG,8634,8203,3,359,0,0,0,0,0,0,0,0,6,0,7,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9986819698386464,0.9189261455752706,0.004407628459475523,0.002499619045124353,0.100055099773768,0.0013136284210959993,0.01013386301317638,0.041866009952492844,0.006339294875727434,0.026691865715102566,0.0025484064366939974,0.006912467220454982,0.04511251863747073,I-A,0.9986819698386464,I
M407MVAG,8634,7031,28,1345,100,0,0,0,0,0,0,0,40,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9487285541471752,0.9556299669170729,0.0119408288981895,0.00667714464476012,0.10829835614478557,0.001643255518305404,0.011904034718254358,0.048531694639815805,0.006927035337939802,0.027987216553113158,0.00285609193119862,0.008657441846218835,0.11969455092450318,I-B,0.9556299669170729,I
M408MVAG,8634,61,6,2256,4216,0,0,226,178,11,3,344,0,59,1,50,4,0,2,14,0,12,12,908,5,0,0,0,0,5,0,22,10,1,0,6,0,12,0,0,0,0,0,0,0,1,0,37,132,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008107560340437869,0.032401475012205916,0.7280551716541731,0.009964670171131357,0.013943758955573614,0.0012709730082071,0.006738917566771251,0.03178719918058713,0.010484666184461632,0.014102342839043784,0.005725072390950466,0.009390729730262408,0.29810465293085503,II,0.7280551716541731,II
M409MVAG,8634,42,19,20,2,0,0,48,2709,42,4527,0,22,0,13,0,0,0,451,0,0,0,11,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037656326100775172,0.00583693779413387,0.002463235209151428,0.00197958052647227,0.005104473340748873,0.004396605592907584,0.010687318124838415,0.037022987230009866,0.004305163627763864,0.0015882454952373816,0.008160740042932674,0.005471705898365221,0.004848698122085492,IV-C0,0.037022987230009866,IV-C
M410MVAG,8634,7234,88,1191,29,4,0,0,0,0,0,0,0,0,0,3,55,0,0,4,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9628397072896532,0.9554861263893801,0.007306213611966272,0.010337291582368954,0.11206476056550296,0.0020915505903021945,0.012586179113934523,0.04797200847851953,0.006914030700774936,0.027838656713001637,0.0027777723453104174,0.009325488448535419,0.10727624019464302,I-A,0.9628397072896532,I
M411MVAG,8634,8225,51,243,8,2,0,0,3,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,11,53,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994789805253498,0.9182506956598644,0.005080940269527705,0.005202127902890389,0.10289583107385823,0.0016180729422903923,0.01069666282041634,0.04217478011727634,0.006427141962600999,0.026724052689913097,0.002546749246917228,0.007473524071031238,0.040160826513480324,I-A,0.9994789805253498,I
M412MVAG,8634,76,8100,13,190,0,0,5,6,0,0,0,115,0,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007207616941037098,0.048603285953679624,0.05845444791853798,0.9970774857309102,0.8134986423285205,0.05331175531256845,0.11486837024808326,0.07631351448790183,0.017825081998506794,0.012212610063734095,0.0010847757690821322,0.12247954959464252,0.2403888009256273,III-A,0.9970774857309102,III
M413MVAG,8634,39,8539,13,1,3,3,1,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004757460497752269,0.04503270590226336,0.045538838603739244,0.9916870980693949,0.7823815925726869,0.051279470593550716,0.11011482400481075,0.07187747415074944,0.017245579964661983,0.011558951236356717,0.0009300990676845464,0.1185252864982422,0.23247391440244278,III-A,0.9916870980693949,III
M414MVAG,8634,59,7,8514,4,0,0,0,0,40,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008611924221101389,0.0319033255253256,0.0033382337963770024,0.017112388047696058,0.017449426413012836,0.0009702278684748887,0.004677953843673024,0.006830291276791268,0.0017897715010384767,0.003337304522558641,0.0011838036635132738,0.0059038650460433665,0.6488516532656773,V,0.6488516532656773,V
M415MVAG,8634,7255,51,25,0,0,0,1,852,0,0,2,77,2,62,0,0,0,163,0,0,0,36,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9708357543279442,0.950992211371052,0.005081635957042446,0.005189028642739325,0.10721367666825017,0.0021478802227956006,0.012666342035766703,0.05335194364050536,0.007107422316255648,0.027649944532506087,0.004338899232830742,0.008676110839572256,0.030791346790714897,I-A,0.9708357543279442,I
M416MVAG,8634,54,12,8,8405,1,0,44,3,0,0,13,0,21,0,10,0,0,5,0,0,1,2,0,0,0,0,3,2,0,0,0,9,3,0,0,0,0,0,0,5,0,7,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003915736554864367,0.017351741695583754,0.8514453199621372,0.003930585192537997,0.00508495606452803,0.0004549120590588934,0.0026026039419375087,0.01684165078614664,0.010450981845460698,0.013508477496069716,0.005012781850530508,0.005642367152500719,0.025091522313066175,II,0.8514453199621372,II
M417MVAG,8634,33,4370,3989,11,0,0,47,13,0,1,1,2,14,0,45,60,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007643682666011074,0.05702044848523204,0.03907114124315341,0.5757843260111906,0.5834566201841243,0.04769192084816005,0.104911573350499,0.08054167258034735,0.014834925767537,0.011526980978956285,0.0016292064730214575,0.10567902316384527,0.8304490087928991,V,0.8304490087928991,V
M418MVAG,8634,8043,138,315,3,1,0,0,8,1,0,0,1,3,0,1,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9979940369095454,0.9301117250395939,0.005359921212036112,0.010918733047203396,0.11000931834153936,0.002217378860232111,0.012087596647779806,0.04396617203169074,0.006673349081778712,0.027063737851305628,0.00259156961936965,0.008833925118169881,0.047054857001236246,I-A,0.9979940369095454,I
M419MVAG,8634,8176,47,166,6,2,0,26,29,1,0,6,0,10,0,11,95,0,6,9,0,1,1,0,0,5,0,7,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995377534443964,0.9204955989285454,0.004951739269025233,0.00482480246930741,0.10278439096512099,0.0016694115707363687,0.010748376948923517,0.04250057302669901,0.006432821364193645,0.02675448773215677,0.002587664791892217,0.007422566774892934,0.0362158112334746,I-A,0.9995377534443964,I
M420MVAG,8634,63,8502,14,7,0,0,9,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006195176485073467,0.04657837041536876,0.045979489083941394,0.9923810012015979,0.7857121994293126,0.05142372432142069,0.1105149524027555,0.07231623440486455,0.01729540792507637,0.011660862222500309,0.0009433006198534896,0.11887016751558649,0.23326446876505752,III-A,0.9923810012015979,III
M421MVAG,8634,57,8018,7,1,5,2,363,4,0,0,0,58,3,44,12,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.006031584840393188,0.04711353326426256,0.04653613648603649,0.9960366638618131,0.8169119357209197,0.05369247853658537,0.11558441400098697,0.07640642896654742,0.017599174530640322,0.01186188288323917,0.0009605191876176543,0.12289216220657743,0.2400302315080128,III-A,0.9960366638618131,III
M422MVAG,8634,68,9,8497,7,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009167559256695016,0.03249026133029637,0.0034066299743110264,0.017228736734859387,0.01754139406193004,0.0006410497476356497,0.004090981164963254,0.0068566657910821725,0.0017736558534498605,0.003355865496101904,0.0011861776381109463,0.005878109958024041,0.649797679520781,V,0.649797679520781,V
M423MVAG,8632,7109,26,1019,77,0,0,0,35,1,0,50,8,17,7,16,46,0,20,0,0,0,0,0,0,4,0,28,0,0,0,0,0,0,7,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,6,28,21,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,9,0,2,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,3,0,0,0,2,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963316522614692,0.9640296342962255,0.010255332065350713,0.005773562536576749,0.10797987694970794,0.0019153150887962806,0.011958561816290887,0.04867187581458305,0.00688666290231469,0.02799066221071369,0.002882645685865475,0.00840896798669485,0.09590068346285546,I-B,0.9640296342962255,I
M424MVAG,8634,8568,8,1,2,1,0,1,0,0,0,0,0,2,0,2,0,39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9985705697243061,0.894996392331194,0.0043556629226102735,0.0020622242621400875,0.09773527620923564,0.0013034633902277866,0.009759101131758452,0.04000450395901964,0.00619526385083575,0.02617959056709103,0.002464502465459088,0.006575709919590243,0.026038630601069902,I-A,0.9985705697243061,I
M425MVAG,8631,97,2750,10,0,2524,1079,0,4,134,346,902,58,40,38,1,0,0,117,0,0,0,3,0,0,0,0,41,0,0,0,22,0,0,0,129,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,9,7,166,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010971365286272005,0.04012340898323336,0.03363959194987421,0.38486367932256327,0.4801849627968977,0.13316427412521248,0.17771255056184618,0.1079547738077284,0.012844171284978945,0.010058246250836038,0.001043270817911257,0.09755503953419338,0.17132354506530625,III-B,0.4801849627968977,III
M426MVAG,8634,218,6085,1103,158,15,0,0,0,0,0,10,5,110,0,0,67,0,0,180,0,0,8,0,0,0,0,0,0,1,0,0,51,0,0,0,0,15,0,0,0,0,0,43,345,0,0,0,3,0,0,0,11,0,0,0,0,0,125,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02045976398960552,0.06964629704056488,0.06284090831001346,0.9220374696420293,0.9126607870001624,0.06287831892702352,0.13750167963212803,0.1007077974280107,0.01893376957789187,0.014007441569600213,0.0014749485602928189,0.13764082906374012,0.39854775126795844,III-A,0.9220374696420293,III
M427MVAG,8634,75,7914,8,9,0,0,4,0,0,0,40,0,73,0,7,0,0,10,38,0,11,0,0,0,6,0,192,0,0,0,0,7,0,27,9,5,13,0,0,28,0,0,2,0,0,5,5,2,0,71,13,27,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007235153593824763,0.04860984993922612,0.047337908721598924,0.9977577002378886,0.8261430746311409,0.05526100776208982,0.1172248751627589,0.07781362655315875,0.017727795307853705,0.012001369913271904,0.0009875402406693628,0.12399975550507585,0.2422106075325689,III-A,0.9977577002378886,III
M428MVAG,8634,2062,6389,126,5,0,0,1,2,0,0,6,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,6,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18010439819626456,0.2397133017627084,0.048127590775808346,0.8884937213322319,0.9239017585828926,0.05814897548655248,0.1290726039275489,0.10360897234563553,0.019511259851468624,0.020261896209233993,0.0017834903364960623,0.13015540177914917,0.26953934683522396,III-B,0.9239017585828926,III
